text,SNAP,Medicaid,Section8_Housing,TANF,LIHEAP,household_income_pct_fpl,housing_status,citizenship_status,has_dependent_children,has_utility_bills
"I recently lost my job at a local restaurant due to layoffs. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly father who lives with me. I have been managing arthritis without proper medical care due to cost. My electricity bill has been very high this winter, around $212 per month.",1,1,0,1,1,59,owned,citizen,True,True
I recently lost my job at Target due to layoffs. I own my home but am struggling to keep up with the mortgage. I live alone. My child has diabetes and needs ongoing medical care. I am behind on my heating bills by $413.,1,1,0,0,1,115,unhoused,citizen,False,True
"I am a full-time caregiver for my spouse and have no outside income. I own my home but am struggling to keep up with the mortgage. I share an apartment with a roommate. My child has arthritis and needs ongoing medical care. My electricity bill has been very high this winter, around $177 per month. I do not have legal immigration status.",0,0,0,0,0,169,staying_with_family,undocumented,False,True
I receive disability benefits of $1236 per month and cannot work. I am currently renting an apartment for $1352 per month. I live alone. I have a chronic condition (asthma) that requires regular medication. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,0,103,staying_with_family,qualified_alien,True,False
I am a full-time caregiver for my spouse and have no outside income. I am renting a room in a shared house for $789 per month. I share an apartment with a roommate. I have a chronic condition (diabetes) that requires regular medication. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,22,staying_with_family,qualified_alien,False,True
"I receive disability benefits of $1452 per month and cannot work. I recently became homeless after my landlord evicted me. I live with my partner. I have been managing arthritis without proper medical care due to cost. My electricity bill has been very high this winter, around $549 per month. I do not have legal immigration status.",0,0,0,0,1,121,owned,undocumented,False,True
I work part-time at a grocery store earning about $444 per month. I am renting a room in a shared house for $766 per month. I live with my partner. I have a chronic condition (depression) that requires regular medication. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,1,1,1,0,1,37,renting,qualified_alien,False,True
I am a full-time caregiver for my father and have no outside income. I am renting a room in a shared house for $996 per month. I am a single parent with 1 kids. I recently lost my employer-sponsored health insurance. I struggle every month to pay my utility bills on time.,1,1,0,1,1,73,owned,citizen,True,True
"I am self-employed doing handyman work, my income varies month to month. I am currently renting an apartment for $1180 per month. I live alone. I recently lost my employer-sponsored health insurance. I do not have legal immigration status.",0,0,0,0,0,20,staying_with_family,undocumented,True,False
"I work 15 hours a week at restaurant, making $564 monthly. I own my home but am struggling to keep up with the mortgage. I live with my partner. I recently lost my employer-sponsored health insurance.",1,1,1,0,0,47,unhoused,citizen,False,False
I am a full-time caregiver for my spouse and have no outside income. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly mother who lives with me. I recently lost my employer-sponsored health insurance. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,0,89,staying_with_family,qualified_alien,True,False
"I am self-employed doing freelance cleaning work, my income varies month to month. I have been unhoused for 12 months and am staying in a shelter. I am a single parent with 1 kids. My child has arthritis and needs ongoing medical care. I received a shutoff notice for my gas service.",0,0,0,0,0,299,unhoused,citizen,True,True
"I work 10 hours a week at restaurant, making $348 monthly. I recently became homeless after my landlord evicted me. I live alone. I have been managing diabetes without proper medical care due to cost. I received a shutoff notice for my gas service.",1,1,1,0,1,29,unhoused,citizen,False,True
"I work 15 hours a week at warehouse, making $2340 monthly. I am currently renting an apartment for $1246 per month. My household includes myself, my partner, and our 3 children. I have no health insurance.",0,0,0,0,0,195,renting,citizen,True,False
"I recently lost my job at Amazon due to layoffs. I am currently renting an apartment for $976 per month. My household includes myself, my partner, and our 2 children. My child has arthritis and needs ongoing medical care. I received a shutoff notice for my gas service.",0,0,0,0,0,231,owned,citizen,True,True
"I am self-employed doing rideshare work, my income varies month to month. I have been unhoused for 7 months and am staying in a shelter. I share an apartment with a roommate. I am pregnant and currently uninsured.",0,0,0,0,0,297,owned,citizen,False,False
"I receive disability benefits of $1512 per month and cannot work. I am staying with family temporarily as I cannot afford my own place. I have 3 children ages 1, 16. I have a chronic condition (diabetes) that requires regular medication.",1,1,0,0,0,126,staying_with_family,citizen,True,False
I recently lost my job at Amazon due to layoffs. I am staying with family temporarily as I cannot afford my own place. I live alone. I am pregnant and currently uninsured. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,1,56,staying_with_family,undocumented,True,True
I am currently unemployed and have been looking for work for 7 months. I am currently renting an apartment for $1305 per month. I share an apartment with a roommate. I have been managing arthritis without proper medical care due to cost. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,1,139,renting,undocumented,False,True
I recently lost my job at a local restaurant due to layoffs. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 2 children. I am pregnant and currently uninsured. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,1,72,owned,undocumented,True,True
"I am a student and work part-time, earning around $360 a month. I own my home but am struggling to keep up with the mortgage. I live with my partner. My child has hypertension and needs ongoing medical care. My utility bills take up a large portion of my income.",1,1,1,0,1,30,unhoused,citizen,False,True
"I am a student and work part-time, earning around $720 a month. I am renting a room in a shared house for $1282 per month. I am caring for my elderly father who lives with me. My child has arthritis and needs ongoing medical care. My utility bills take up a large portion of my income.",1,1,0,1,1,60,unhoused,citizen,True,True
I am currently unemployed and have been looking for work for 13 months. I own my home but am struggling to keep up with the mortgage. I live alone. I have been managing diabetes without proper medical care due to cost. I am behind on my heating bills by $471.,0,0,0,0,1,146,unhoused,citizen,True,True
"I am a student and work part-time, earning around $1152 a month. I own my home but am struggling to keep up with the mortgage. I have 3 children ages 16, 9, 16. I have no health insurance. I am behind on my heating bills by $435.",1,1,0,1,1,96,renting,citizen,True,True
I recently lost my job at Target due to layoffs. I own my home but am struggling to keep up with the mortgage. I live with my partner. I have no health insurance. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,156,renting,qualified_alien,False,True
"I am a student and work part-time, earning around $444 a month. I am currently renting an apartment for $857 per month. I am a single parent with 2 kids. I recently lost my employer-sponsored health insurance. My electricity bill has been very high this winter, around $185 per month.",1,1,0,1,1,37,owned,citizen,True,True
I am currently unemployed and have been looking for work for 7 months. I am staying with family temporarily as I cannot afford my own place. I live alone. I am pregnant and currently uninsured. I struggle every month to pay my utility bills on time. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,64,unhoused,qualified_alien,False,True
"I am self-employed doing rideshare work, my income varies month to month. I have been unhoused for 8 months and am staying in a shelter. I share an apartment with a roommate. I am pregnant and currently uninsured. I received a shutoff notice for my gas service.",0,1,0,0,1,131,owned,citizen,False,True
I work part-time at a cleaning service earning about $1236 per month. I recently became homeless after my landlord evicted me. I live with my partner. My child has hypertension and needs ongoing medical care. I am behind on my heating bills by $420.,1,1,0,0,1,103,renting,citizen,False,True
"I am a student and work part-time, earning around $468 a month. I recently became homeless after my landlord evicted me. I live alone. I have a chronic condition (hypertension) that requires regular medication. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,0,39,owned,qualified_alien,False,False
I am a full-time caregiver for my spouse and have no outside income. I have been unhoused for 8 months and am staying in a shelter. I live alone. I have a chronic condition (depression) that requires regular medication. I struggle every month to pay my utility bills on time.,1,1,0,0,1,101,renting,citizen,True,True
"I am self-employed doing handyman work, my income varies month to month. I own my home but am struggling to keep up with the mortgage. I live alone. I have no health insurance. My electricity bill has been very high this winter, around $528 per month.",0,0,0,0,0,267,renting,citizen,False,True
I am currently unemployed and have been looking for work for 11 months. I am currently renting an apartment for $992 per month. I share an apartment with a roommate. I recently lost my employer-sponsored health insurance. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,152,renting,qualified_alien,False,False
"I am a full-time caregiver for my spouse and have no outside income. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly grandmother who lives with me. I recently lost my employer-sponsored health insurance. My electricity bill has been very high this winter, around $566 per month.",0,1,0,0,1,132,renting,citizen,True,True
"I work part-time at a grocery store earning about $1728 per month. I am renting a room in a shared house for $1341 per month. My household includes myself, my partner, and our 4 children. My child has hypertension and needs ongoing medical care. I am behind on my heating bills by $152. I do not have legal immigration status.",0,0,0,0,1,144,unhoused,undocumented,True,True
I am currently unemployed and have been looking for work for 17 months. I have been unhoused for 9 months and am staying in a shelter. I live alone. I have been managing arthritis without proper medical care due to cost. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,0,77,renting,qualified_alien,False,False
"I work part-time at a restaurant earning about $348 per month. I am staying with family temporarily as I cannot afford my own place. My household includes myself, my partner, and our 1 children. I have no health insurance. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.",1,1,1,0,1,29,unhoused,qualified_alien,True,True
I am currently unemployed and have been looking for work for 5 months. I own my home but am struggling to keep up with the mortgage. I live alone. I recently lost my employer-sponsored health insurance.,1,1,0,0,0,87,unhoused,citizen,False,False
"I am currently unemployed and have been looking for work for 15 months. I am renting a room in a shared house for $1005 per month. My household includes myself, my partner, and our 4 children. I have no health insurance. I struggle every month to pay my utility bills on time.",0,0,0,0,0,162,unhoused,citizen,True,True
I am currently unemployed and have been looking for work for 1 months. I am currently renting an apartment for $1609 per month. I am a single parent with 4 kids. I recently lost my employer-sponsored health insurance. I received a shutoff notice for my gas service.,0,0,0,0,0,211,owned,citizen,True,True
"I am self-employed doing food delivery work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I have 4 children ages 7, 6, 15. I have been managing depression without proper medical care due to cost. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,85,unhoused,qualified_alien,True,True
"I am self-employed doing food delivery work, my income varies month to month. I recently became homeless after my landlord evicted me. I am caring for my elderly mother who lives with me. I have a chronic condition (depression) that requires regular medication. My electricity bill has been very high this winter, around $327 per month.",1,1,0,0,1,128,unhoused,citizen,True,True
"I receive disability benefits of $3924 per month and cannot work. I own my home but am struggling to keep up with the mortgage. My household includes myself, my partner, and our 4 children. I am pregnant and currently uninsured. I received a shutoff notice for my gas service.",0,0,0,0,0,327,owned,citizen,True,True
I am a full-time caregiver for my spouse and have no outside income. I am currently renting an apartment for $1270 per month. I live alone. I have been managing hypertension without proper medical care due to cost.,0,0,0,0,0,163,owned,citizen,True,False
"I work 20 hours a week at retail shop, making $2484 monthly. I am currently renting an apartment for $1115 per month. I live with my partner. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $222.",0,0,0,0,0,207,staying_with_family,citizen,False,True
"I recently lost my job at Amazon due to layoffs. I am currently renting an apartment for $1677 per month. My household includes myself, my partner, and our 2 children. I have been managing hypertension without proper medical care due to cost.",0,0,0,0,0,308,staying_with_family,citizen,True,False
"I am a student and work part-time, earning around $1068 a month. I am currently renting an apartment for $633 per month. I am caring for my elderly mother who lives with me. My child has hypertension and needs ongoing medical care. My utility bills take up a large portion of my income.",1,1,0,1,1,89,staying_with_family,citizen,True,True
"I am a full-time caregiver for my spouse and have no outside income. I am staying with family temporarily as I cannot afford my own place. My household includes myself, my partner, and our 3 children. I have no health insurance.",1,1,0,1,0,63,renting,citizen,True,False
"I am self-employed doing handyman work, my income varies month to month. I recently became homeless after my landlord evicted me. I live with my partner. I recently lost my employer-sponsored health insurance. I struggle every month to pay my utility bills on time. I do not have legal immigration status.",0,0,0,0,0,217,staying_with_family,undocumented,False,True
I am currently unemployed and have been looking for work for 1 months. I recently became homeless after my landlord evicted me. I live alone. I have no health insurance. I received a shutoff notice for my gas service.,0,0,0,0,0,157,unhoused,citizen,False,True
I recently lost my job at a local restaurant due to layoffs. I recently became homeless after my landlord evicted me. I live with my spouse and 1 children. My child has depression and needs ongoing medical care. I received a shutoff notice for my gas service.,0,0,0,0,0,189,unhoused,citizen,True,True
"I work part-time at a cleaning service earning about $3876 per month. I have been unhoused for 8 months and am staying in a shelter. I have 1 children ages 12, 4. I have a chronic condition (hypertension) that requires regular medication. I received a shutoff notice for my gas service.",0,0,0,0,0,323,renting,citizen,True,True
I am currently unemployed and have been looking for work for 16 months. I recently became homeless after my landlord evicted me. I live with my partner. I have a chronic condition (arthritis) that requires regular medication. I received a shutoff notice for my gas service.,0,0,0,0,0,222,unhoused,citizen,False,True
I receive disability benefits of $1728 per month and cannot work. I am currently renting an apartment for $1754 per month. I am a single parent with 1 kids. My child has diabetes and needs ongoing medical care. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,144,unhoused,qualified_alien,True,False
I recently lost my job at a local restaurant due to layoffs. I recently became homeless after my landlord evicted me. I am a single parent with 1 kids. I have been managing arthritis without proper medical care due to cost. My utility bills take up a large portion of my income.,1,1,0,1,1,28,owned,citizen,True,True
I recently lost my job at Amazon due to layoffs. I am currently renting an apartment for $955 per month. I live with my spouse and 1 children. I have been managing diabetes without proper medical care due to cost. I received a shutoff notice for my gas service.,1,1,0,0,1,118,renting,citizen,True,True
"I receive disability benefits of $4104 per month and cannot work. I am currently renting an apartment for $1129 per month. I share an apartment with a roommate. My child has depression and needs ongoing medical care. My electricity bill has been very high this winter, around $208 per month. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,342,staying_with_family,qualified_alien,False,True
"I am a student and work part-time, earning around $3948 a month. I am staying with family temporarily as I cannot afford my own place. I live with my partner. I have been managing depression without proper medical care due to cost.",0,0,0,0,0,329,staying_with_family,citizen,False,False
"I am self-employed doing handyman work, my income varies month to month. I own my home but am struggling to keep up with the mortgage. I am a single parent with 4 kids. I have no health insurance.",0,0,0,0,0,192,renting,citizen,True,False
I receive disability benefits of $948 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I live alone. My child has diabetes and needs ongoing medical care.,1,1,0,0,0,79,staying_with_family,citizen,False,False
"I work 15 hours a week at restaurant, making $3144 monthly. I am staying with family temporarily as I cannot afford my own place. My household includes myself, my partner, and our 2 children. I have a chronic condition (hypertension) that requires regular medication.",0,0,0,0,0,262,owned,citizen,True,False
"I am self-employed doing rideshare work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. I have a chronic condition (hypertension) that requires regular medication. I am behind on my heating bills by $481.",1,1,1,0,1,26,unhoused,citizen,False,True
I am a full-time caregiver for my spouse and have no outside income. I have been unhoused for 12 months and am staying in a shelter. I am caring for my elderly grandmother who lives with me. I have no health insurance. I received a shutoff notice for my gas service.,1,1,0,0,1,108,owned,citizen,True,True
"I recently lost my job at Amazon due to layoffs. I am staying with family temporarily as I cannot afford my own place. I have 3 children ages 12, 8, 12. I have no health insurance. I received a shutoff notice for my gas service. I do not have legal immigration status.",0,0,0,0,0,254,owned,undocumented,True,True
I am currently unemployed and have been looking for work for 16 months. I have been unhoused for 3 months and am staying in a shelter. I am a single parent with 2 kids. My child has hypertension and needs ongoing medical care. I received a shutoff notice for my gas service.,1,1,0,1,1,61,owned,citizen,True,True
I am currently unemployed and have been looking for work for 14 months. I am renting a room in a shared house for $1489 per month. I share an apartment with a roommate. I have been managing depression without proper medical care due to cost. I received a shutoff notice for my gas service.,1,1,0,0,1,98,renting,citizen,False,True
I work part-time at a grocery store earning about $1128 per month. I am staying with family temporarily as I cannot afford my own place. I am a single parent with 2 kids. I have no health insurance. My utility bills take up a large portion of my income.,1,1,0,1,1,94,owned,citizen,True,True
I recently lost my job at a small business due to layoffs. I recently became homeless after my landlord evicted me. I live alone. I recently lost my employer-sponsored health insurance.,0,0,0,0,0,149,staying_with_family,citizen,False,False
I receive disability benefits of $1920 per month and cannot work. I am currently renting an apartment for $1622 per month. I am a single parent with 4 kids. I have been managing hypertension without proper medical care due to cost. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,0,160,unhoused,undocumented,True,True
"I receive disability benefits of $1320 per month and cannot work. I recently became homeless after my landlord evicted me. I have 2 children ages 7, 13, 5. My child has diabetes and needs ongoing medical care. I struggle every month to pay my utility bills on time.",1,1,0,0,1,110,staying_with_family,citizen,True,True
I am a full-time caregiver for my spouse and have no outside income. I am currently renting an apartment for $851 per month. I am a single parent with 1 kids. I have been managing arthritis without proper medical care due to cost. I am behind on my heating bills by $169.,0,1,0,0,1,134,renting,citizen,True,True
"I recently lost my job at a small business due to layoffs. I am staying with family temporarily as I cannot afford my own place. My household includes myself, my partner, and our 3 children. My child has asthma and needs ongoing medical care. I am behind on my heating bills by $516.",0,0,0,0,0,168,owned,citizen,True,True
"I am currently unemployed and have been looking for work for 1 months. I am staying with family temporarily as I cannot afford my own place. I have 3 children ages 13, 13, 11. My child has diabetes and needs ongoing medical care. I received a shutoff notice for my gas service.",0,0,0,0,0,356,unhoused,citizen,True,True
I work part-time at a retail shop earning about $1740 per month. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 4 children. I am pregnant and currently uninsured. I am behind on my heating bills by $290.,0,0,0,0,1,145,unhoused,citizen,True,True
I am a full-time caregiver for my mother and have no outside income. I am renting a room in a shared house for $720 per month. I have 2 children ages 16. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income.,0,0,0,0,0,170,renting,citizen,True,True
"I work 10 hours a week at warehouse, making $1548 monthly. I am renting a room in a shared house for $1656 per month. I live with my spouse and 3 children. My child has arthritis and needs ongoing medical care. My electricity bill has been very high this winter, around $251 per month. I do not have legal immigration status.",0,0,0,0,1,129,unhoused,undocumented,True,True
I work part-time at a restaurant earning about $360 per month. I am staying with family temporarily as I cannot afford my own place. I live with my spouse and 4 children. I have a chronic condition (arthritis) that requires regular medication.,1,1,0,1,0,30,staying_with_family,citizen,True,False
"I am a student and work part-time, earning around $492 a month. I own my home but am struggling to keep up with the mortgage. I live alone. I am pregnant and currently uninsured. I received a shutoff notice for my gas service.",1,1,0,0,1,41,owned,citizen,False,True
"I receive disability benefits of $1056 per month and cannot work. I own my home but am struggling to keep up with the mortgage. My household includes myself, my partner, and our 2 children. My child has depression and needs ongoing medical care. I struggle every month to pay my utility bills on time.",1,1,0,1,1,88,renting,citizen,True,True
I work part-time at a retail shop earning about $2208 per month. I have been unhoused for 9 months and am staying in a shelter. I live with my partner. I am pregnant and currently uninsured. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,184,owned,qualified_alien,False,False
"I recently lost my job at Target due to layoffs. I have been unhoused for 11 months and am staying in a shelter. My household includes myself, my partner, and our 2 children. I have no health insurance. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,188,unhoused,qualified_alien,True,False
"I am a student and work part-time, earning around $2532 a month. I am staying with family temporarily as I cannot afford my own place. I live alone. I have a chronic condition (depression) that requires regular medication. My electricity bill has been very high this winter, around $222 per month. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,211,unhoused,qualified_alien,False,True
"I am a full-time caregiver for my mother and have no outside income. I am staying with family temporarily as I cannot afford my own place. I live with my partner. My child has depression and needs ongoing medical care. My electricity bill has been very high this winter, around $153 per month.",1,1,1,0,1,43,unhoused,citizen,False,True
"I am self-employed doing rideshare work, my income varies month to month. I own my home but am struggling to keep up with the mortgage. I have 2 children ages 11, 14, 9. I have been managing arthritis without proper medical care due to cost. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,286,unhoused,qualified_alien,True,False
"I work 25 hours a week at restaurant, making $2496 monthly. I am currently renting an apartment for $1168 per month. I share an apartment with a roommate. I have no health insurance. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,208,renting,qualified_alien,False,True
I recently lost my job at a small business due to layoffs. I recently became homeless after my landlord evicted me. I am a single parent with 4 kids. I am pregnant and currently uninsured. I received a shutoff notice for my gas service. I do not have legal immigration status.,0,0,0,0,0,222,unhoused,undocumented,True,True
"I am a student and work part-time, earning around $2316 a month. I recently became homeless after my landlord evicted me. I live alone. I have been managing asthma without proper medical care due to cost. My utility bills take up a large portion of my income.",0,0,0,0,0,193,unhoused,citizen,False,True
"I am self-employed doing freelance cleaning work, my income varies month to month. I own my home but am struggling to keep up with the mortgage. I live alone. I have been managing depression without proper medical care due to cost. I struggle every month to pay my utility bills on time.",0,0,0,0,0,151,renting,citizen,True,True
I receive disability benefits of $1212 per month and cannot work. I have been unhoused for 12 months and am staying in a shelter. I live with my partner. My child has depression and needs ongoing medical care. I received a shutoff notice for my gas service.,1,1,0,0,1,101,renting,citizen,False,True
I am a full-time caregiver for my father and have no outside income. I am renting a room in a shared house for $1700 per month. I live with my spouse and 2 children. I have a chronic condition (hypertension) that requires regular medication. I am behind on my heating bills by $235.,1,1,0,1,1,45,owned,citizen,True,True
"I am a student and work part-time, earning around $1680 a month. I own my home but am struggling to keep up with the mortgage. I am a single parent with 4 kids. I recently lost my employer-sponsored health insurance. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,140,renting,qualified_alien,True,False
I am currently unemployed and have been looking for work for 3 months. I have been unhoused for 9 months and am staying in a shelter. I am caring for my elderly father who lives with me. I recently lost my employer-sponsored health insurance. I do not have legal immigration status.,0,0,1,0,0,36,unhoused,undocumented,True,False
"I receive disability benefits of $2172 per month and cannot work. I am renting a room in a shared house for $1718 per month. I share an apartment with a roommate. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $486 per month.",0,0,0,0,0,181,renting,citizen,False,True
"I am a full-time caregiver for my spouse and have no outside income. I am renting a room in a shared house for $888 per month. My household includes myself, my partner, and our 4 children. I am pregnant and currently uninsured.",0,0,0,0,0,302,staying_with_family,citizen,True,False
I recently lost my job at a local restaurant due to layoffs. I have been unhoused for 8 months and am staying in a shelter. I share an apartment with a roommate. My child has asthma and needs ongoing medical care. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,0,186,staying_with_family,undocumented,False,True
I am currently unemployed and have been looking for work for 11 months. I am currently renting an apartment for $863 per month. I am a single parent with 1 kids. My child has asthma and needs ongoing medical care. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,56,unhoused,qualified_alien,True,True
"I work 10 hours a week at warehouse, making $1176 monthly. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $315.",1,1,0,0,1,98,unhoused,citizen,False,True
"I am a full-time caregiver for my mother and have no outside income. I am staying with family temporarily as I cannot afford my own place. I live with my partner. I recently lost my employer-sponsored health insurance. My electricity bill has been very high this winter, around $399 per month.",0,0,0,0,0,199,renting,citizen,False,True
"I am a student and work part-time, earning around $1248 a month. I am staying with family temporarily as I cannot afford my own place. I am caring for my elderly grandmother who lives with me. I am pregnant and currently uninsured. I am behind on my heating bills by $496.",1,1,0,0,1,104,unhoused,citizen,True,True
I receive disability benefits of $2808 per month and cannot work. I have been unhoused for 4 months and am staying in a shelter. I am a single parent with 3 kids. I have no health insurance. I struggle every month to pay my utility bills on time.,0,0,0,0,0,234,staying_with_family,citizen,True,True
I receive disability benefits of $1044 per month and cannot work. I am currently renting an apartment for $801 per month. I am a single parent with 2 kids. My child has arthritis and needs ongoing medical care. I do not have legal immigration status.,0,0,0,0,0,87,unhoused,undocumented,True,False
"I am self-employed doing food delivery work, my income varies month to month. I recently became homeless after my landlord evicted me. I live with my spouse and 3 children. I have been managing diabetes without proper medical care due to cost. I received a shutoff notice for my gas service.",0,0,0,0,0,200,unhoused,citizen,True,True
I am a full-time caregiver for my mother and have no outside income. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 3 children. I have been managing arthritis without proper medical care due to cost. I struggle every month to pay my utility bills on time.,1,1,0,1,1,86,unhoused,citizen,True,True
"I am a student and work part-time, earning around $300 a month. I am renting a room in a shared house for $696 per month. I am caring for my elderly mother who lives with me. I am pregnant and currently uninsured. I am a legal permanent resident and have been in the US for over 5 years.",1,1,1,0,0,25,renting,qualified_alien,True,False
"I work 25 hours a week at warehouse, making $384 monthly. I have been unhoused for 7 months and am staying in a shelter. I am a single parent with 4 kids. I am pregnant and currently uninsured. I struggle every month to pay my utility bills on time.",1,1,1,1,1,32,renting,citizen,True,True
"I work 20 hours a week at retail shop, making $3252 monthly. I recently became homeless after my landlord evicted me. I live alone. I have a chronic condition (diabetes) that requires regular medication.",0,0,0,0,0,271,unhoused,citizen,False,False
"I am a student and work part-time, earning around $2328 a month. I own my home but am struggling to keep up with the mortgage. I live alone. I have no health insurance. I am behind on my heating bills by $379. I do not have legal immigration status.",0,0,0,0,0,194,renting,undocumented,False,True
I am currently unemployed and have been looking for work for 6 months. I have been unhoused for 6 months and am staying in a shelter. I live with my partner. I am pregnant and currently uninsured. I do not have legal immigration status.,0,0,0,0,0,247,owned,undocumented,False,False
I work part-time at a warehouse earning about $1524 per month. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. I have no health insurance. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,0,127,unhoused,qualified_alien,False,False
I recently lost my job at Target due to layoffs. I am currently renting an apartment for $1225 per month. I live with my spouse and 2 children. I have been managing arthritis without proper medical care due to cost.,1,1,0,0,0,112,renting,citizen,True,False
I receive disability benefits of $852 per month and cannot work. I am renting a room in a shared house for $919 per month. I am a single parent with 4 kids. I have a chronic condition (arthritis) that requires regular medication. I am behind on my heating bills by $370. I do not have legal immigration status.,0,0,0,0,1,71,staying_with_family,undocumented,True,True
I am a full-time caregiver for my father and have no outside income. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. My child has asthma and needs ongoing medical care. I do not have legal immigration status.,0,0,0,0,0,131,unhoused,undocumented,False,False
"I am self-employed doing handyman work, my income varies month to month. I recently became homeless after my landlord evicted me. I have 2 children ages 8, 9, 9. My child has depression and needs ongoing medical care. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,0,105,owned,qualified_alien,True,False
"I work 15 hours a week at cleaning service, making $2112 monthly. I have been unhoused for 1 months and am staying in a shelter. I have 3 children ages 14. I have been managing hypertension without proper medical care due to cost. I struggle every month to pay my utility bills on time.",0,0,0,0,0,176,staying_with_family,citizen,True,True
"I am currently unemployed and have been looking for work for 4 months. I am renting a room in a shared house for $739 per month. My household includes myself, my partner, and our 2 children. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $196 per month.",1,1,1,1,1,25,unhoused,citizen,True,True
I am a full-time caregiver for my spouse and have no outside income. I am currently renting an apartment for $1345 per month. I live alone. I have no health insurance. I am behind on my heating bills by $566. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,69,renting,qualified_alien,False,True
I recently lost my job at Target due to layoffs. I am renting a room in a shared house for $1473 per month. I have 1 children ages 6. I have a chronic condition (arthritis) that requires regular medication.,1,1,0,1,0,72,owned,citizen,True,False
I am currently unemployed and have been looking for work for 1 months. I have been unhoused for 3 months and am staying in a shelter. I live with my partner. I have a chronic condition (arthritis) that requires regular medication. I am behind on my heating bills by $281.,0,0,0,0,0,370,staying_with_family,citizen,False,True
"I work 25 hours a week at grocery store, making $2304 monthly. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. I recently lost my employer-sponsored health insurance. I received a shutoff notice for my gas service.",0,0,0,0,0,192,renting,citizen,False,True
I work part-time at a warehouse earning about $264 per month. I recently became homeless after my landlord evicted me. I am a single parent with 2 kids. I have no health insurance. I am behind on my heating bills by $221.,1,1,1,1,1,22,unhoused,citizen,True,True
I am currently unemployed and have been looking for work for 6 months. I own my home but am struggling to keep up with the mortgage. I share an apartment with a roommate. I have a chronic condition (asthma) that requires regular medication. My utility bills take up a large portion of my income.,0,0,0,0,0,248,staying_with_family,citizen,False,True
I work part-time at a retail shop earning about $396 per month. I have been unhoused for 6 months and am staying in a shelter. I live alone. I am pregnant and currently uninsured. I received a shutoff notice for my gas service.,1,1,1,0,1,33,renting,citizen,False,True
I work part-time at a restaurant earning about $360 per month. I am currently renting an apartment for $1339 per month. I live alone. I am pregnant and currently uninsured. I received a shutoff notice for my gas service.,1,1,1,0,1,30,unhoused,citizen,False,True
